Verb,Reading,Verb Group,Meaning
出火する,しゅっかする,SURU,outbreak of fire
病む,やむ,GODAN,"to fall ill; to suffer from (e.g. a disease), to have something wrong with (e.g. an inner organ)"
弱める,よわめる,ICHIDAN,to weaken
発酵する,はっこうする,SURU,"fermentation, zymosis"
誇る,ほこる,GODAN,"to boast of, to be proud of, to take pride in"
膨れる,ふくれる,ICHIDAN,"to swell (out), to expand, to be inflated, to distend, to bulge; to get cross, to get sulky, to pout"
運航する,うんこうする,SURU,"operating (e.g. ships, aircraft)"
欠乏する,けつぼうする,SURU,"want, shortage, famine"
敵対する,てきたいする,SURU,"hostility, antagonism, opposition"
回顧する,かいこする,SURU,"recollecting, reminiscing, looking back, retrospection, review"
操る,あやつる,GODAN,"to operate (e.g. a machine), to handle, to manage, to control, to maneuver, to steer; to have a good command of (a language), to play proficiently (of a musical instrument); to work (a puppet), to pull the strings of a puppet; to manipulate (a person, public opinion, etc.), to pull the strings, to control from the shadows, to mastermind"
自首する,じしゅする,SURU,"surrender (to the authorities), giving oneself up, turning oneself in"
脚色する,きゃくしょくする,SURU,"dramatization (e.g. of a novel), dramatisation, adaptation (for the stage or screen); embellishment (of the facts), exaggeration, dramatization, embroidery"
障る,さわる,GODAN,"to be harmful to, to hinder, to interfere with, to irritate"
突入する,とつにゅうする,SURU,"rushing into, breaking into, storming; plunging into (war, etc.), embarking on (a new venture)"
織る,おる,GODAN,to weave
強まる,つよまる,GODAN,"to get strong, to gain strength"
全滅する,ぜんめつする,SURU,"annihilation, total destruction, complete destruction, crushing defeat"
没落する,ぼつらくする,SURU,"ruin, fall, collapse, downfall, bankruptcy"
計上する,けいじょうする,SURU,including a sum of money in one's calculations; appropriation (a sum of money)
取得する,しゅとくする,SURU,"obtaining (a qualification, right, object, etc.), acquisition (of land, property, etc.), gaining possession (of), getting, purchase"
途絶える,とだえる,ICHIDAN,"to stop, to cease, to come to an end, to cut off"
赤らむ,あからむ,GODAN,"to become red, to redden, to blush"
交互する,こうごする,SURU,"alternate, alternating, mutual, reciprocal"
近道する,ちかみちする,SURU,"short way, shortcut"
貯蓄する,ちょちくする,SURU,savings
出演する,しゅつえんする,SURU,"appearance (in a film, play, TV show, etc.), performance"
指名する,しめいする,SURU,"naming, nominating, designating; calling on, asking for, requesting"
申告する,しんこくする,SURU,"report, return (e.g. tax), statement, declaration, notification, filing"
樹立する,じゅりつする,SURU,"establishment, founding, setting (a record)"
合成する,ごうせいする,SURU,"composition, synthesis, compounding, combining; composite photo; (function) composition"
紡績する,ぼうせきする,SURU,spinning (textiles); spun yarn
配列する,はいれつする,SURU,"arrangement, disposition; array"
脱走する,だっそうする,SURU,"escape, flight, breakout, fleeing, desertion"
転落する,てんらくする,SURU,"fall, tumble, spill, plunge, dive; fall (in position, standing, etc.), downfall, descent, degradation, comedown, demotion"
早める,はやめる,ICHIDAN,"to bring forward (e.g. by 3 hours), to advance, to hasten (e.g. one's death), to expedite, to precipitate; to quicken (e.g. one's step), to speed up, to accelerate"
着手する,ちゃくしゅする,SURU,"to start work (on), to undertake; to start committing a crime; embarkation, launch"
追い出す,おいだす,GODAN,"to expel, to drive out"
終結する,しゅうけつする,SURU,"end, close"
同感する,どうかんする,SURU,"same feeling, same sentiment, same opinion, sympathy, agreement, concurrence"
出場する,しゅつじょうする,SURU,"(stage) appearance, performance; participation (e.g. in a tournament)"
報じる,ほうじる,ICHIDAN,"to inform, to report; to repay, to return"
雇用する,こようする,SURU,"employment, hire"
尋問する,じんもんする,SURU,"questioning, interrogation, examination (of a witness)"
規定する,きていする,SURU,"stipulation, prescription, provision, regulation, rule; normal (unit of normality); compulsory exercise (in gymnastics), compulsory routine, compulsory dance (figure skating), (a) compulsory"
突破する,とっぱする,SURU,"breaking through, breakthrough, penetration; surmounting, overcoming; exceeding, passing"
記載する,きさいする,SURU,"mention (in a document), record, entry, statement, listing"
引き上げる,ひきあげる,ICHIDAN,"to pull up, to drag up, to lift up; to increase, to raise (e.g. taxes); to withdraw, to leave, to pull out, to retire; to promote (someone to a higher position); to return home; to expedite the schedule"
爆撃する,ばくげきする,SURU,bombing (raid)
辞退する,じたいする,SURU,"declining, refusal, nonacceptance, turning down, withdrawal (e.g. of candidacy), pulling out (e.g. of a race), excusing oneself"
引き取る,ひきとる,GODAN,"to take into one's possession, to receive, to accept, to collect, to claim; to take into one's care (e.g. person, pet), to take custody of, to adopt; to leave, to go away, to withdraw, to get out"
会談する,かいだんする,SURU,"talks (i.e. formal discussions), conference, meeting"
限定する,げんていする,SURU,"limit, restriction"
衰退する,すいたいする,SURU,"decline, degeneration, decay, waning, ebbing"
奨励する,しょうれいする,SURU,"encouragement, promotion, inducement, incitement, stimulation"
変動する,へんどうする,SURU,"change, fluctuation"
経過する,けいかする,SURU,"passage (of time), elapsing, lapse; progress, development, course (of events); transit"
奮闘する,ふんとうする,SURU,"hard struggle, strenuous effort"
始末する,しまつする,SURU,"management, dealing with, settlement, cleaning up, disposal; course of events, circumstances, particulars; end result (usu. bad), outcome; economizing, economising, frugality, being thrifty"
他国する,たこくする,SURU,"foreign country, other country; another province; strange land, alien land"
部署する,ぶしょする,SURU,"one's post, one's station, department, bureau, section"
施行する,しこうする,SURU,"putting in force (a law), putting into operation, putting into effect, enforcement; carrying out (a plan, policy, etc.), execution"
充実する,じゅうじつする,SURU,"fullness, completeness, perfection, substantiality; enhancement, improvement, enrichment, upgrading; replenishment, repletion"
保有する,ほゆうする,SURU,"possession, retention, maintenance"
志願する,しがんする,SURU,"aspiration, volunteering, desire, application"
視察する,しさつする,SURU,"inspection, observation"
参拝する,さんぱいする,SURU,"visit to a shrine or temple, paying homage at a shrine or temple"
分離する,ぶんりする,SURU,"separation, partition, detachment, segregation, isolation"
妨害する,ぼうがいする,SURU,"disturbance, obstruction, hindrance, jamming, interference"
補充する,ほじゅうする,SURU,"replenishment, supplementation, supplement, replacement, refilling"
廃棄する,はいきする,SURU,"disposal, abandonment, scrapping, discarding, abolition; annulment, cancellation, abrogation, repeal"
配分する,はいぶんする,SURU,"distribution, allotment"
改訂する,かいていする,SURU,"revision (of text), alteration, change"
連帯する,れんたいする,SURU,"solidarity; joint, collective"
欲しがる,ほしがる,GODAN,"to appear to want to have (something), to obviously want, to seem to want, to indicate a wish for"
逆転する,ぎゃくてんする,SURU,"reversal (of a situation), turnaround, turnabout, turning the tables, sudden change; reversal (of direction of rotation)"
引き下げる,ひきさげる,ICHIDAN,"to pull down, to lower, to reduce, to withdraw"
長持ちする,ながもちする,SURU,"long-lasting, long-wearing, wears well; nagamochi, large oblong chest (for clothing, personal effects, etc.)"
停滞する,ていたいする,SURU,"stagnation, tie-up, standstill, congestion, delay, accumulation, falling into arrears"
確定する,かくていする,SURU,"decision, settlement, confirmation, establishment"
拘束する,こうそくする,SURU,"restriction, restraint, binding, constraint"
解剖する,かいぼうする,SURU,"dissection, autopsy, postmortem examination; analysis, postmortem"
生育する,せいいくする,SURU,"birth and growth, giving birth and raising, development, breeding"
再開する,さいかいする,SURU,"reopening, resumption, restarting"
親しむ,したしむ,GODAN,"to be intimate with, to befriend"
急死する,きゅうしする,SURU,sudden death
朗読する,ろうどくする,SURU,"reading aloud, recitation"
転職する,てんしょくする,SURU,"change of occupation, career change"
埋まる,うまる,GODAN,"to be buried, to be covered, to be surrounded; to overflow, to be crowded, to be filled; to be repaid (e.g. debt), to be replenished; to be filled (e.g. blank, vacancy, schedule)"
対談する,たいだんする,SURU,"talk, dialogue, conversation"
発足する,ほっそくする,SURU,"starting, inauguration, launch, founding, establishment, start-up"
創刊する,そうかんする,SURU,"foundation (of a newspaper, magazine, etc.), starting, launching, first publication"
待望する,たいぼうする,SURU,"waiting expectantly, waiting eagerly, looking forward to; long-awaited"
寄贈する,きぞうする,SURU,"donation, presentation, gift"
採掘する,さいくつする,SURU,mining
運搬する,うんぱんする,SURU,"transport, transportation, conveyance, carriage"
先行する,せんこうする,SURU,"going ahead, going first; preceding, coming before, being ahead (e.g. of the times), occurring first, happening prior; scoring first, getting off to a lead; stalker"
類推する,るいすいする,SURU,"analogy; analogical reasoning, analogical inference; analogy"
着工する,ちゃっこうする,SURU,starting (construction) work
